id;cpath;opath
342;[589, 8373, 590, 593, 595, 597, 641, 642, 644, 620, 621, 8258, 632, 131, 8256, 2046, 8252, 126, 8, 2039, 6811, 2003, 5287, 2146, 10045, 2154, 6821, 6823, 6230, 6221, 6213, 6211, 6132, 4963, 6086, 6084, 9425, 4967, 6103, 6114, 6099];[589, 589, 589, 8373, 590, 597, 644, 620, 8258, 632, 131, 8256, 2046, 126, 8, 2039, 5287, 10045, 6823, 6213, 6132, 6086, 6103, 6099, 6099, 6099, 6099]
343;[];[]
344;[];[]
345;[];[]
346;[];[]
347;[2476, 10457, 7014, 2437, 7008, 686, 682, 680, 7615, 3493, 702, 1486, 3447, 1481, 1477, 2422, 2423, 1482, 2594, 1476, 2427, 187, 10373, 7229, 5239, 10145, 5238, 7230, 10368, 7231, 8047, 9300, 161, 8483, 369, 162];[2476, 10457, 2437, 7008, 686, 7615, 3493, 3447, 1477, 2422, 1476, 187, 187, 187, 187, 10373, 5239, 9300, 161, 162]
348;[];[]
349;[];[]
350;[];[]
351;[2693, 9367, 2695, 8494, 5157, 7899, 5138, 1975, 1977, 8638, 8734, 8924, 306, 308, 1, 1043, 137, 5113, 10124, 5117, 132, 621, 8258, 632, 131, 8256, 2046, 8252, 126, 7, 2145, 12, 10220, 11070, 10966, 10970, 10966, 10970, 10968, 10048, 10348, 2172, 10348];[2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 2693, 7899, 1977, 308, 1, 137, 137, 137, 5113, 10124, 132, 132, 8258, 632, 131, 8256, 2046, 126, 7, 2145, 2145, 2145, 11070, 11070, 10966, 10970, 10970, 10966, 10048, 10348, 10348, 2172, 2172, 2172, 10348, 10348, 10348]
352;[3168, 3146, 10023, 5252, 10063, 3123, 908, 3229, 10024, 10022, 3147, 3169, 911, 3273, 540, 443, 3228, 3220, 3224, 9068, 3221, 8132, 3239, 8130, 3223, 5278, 1914, 5264, 8128, 2279, 1917, 10247, 2369, 2281, 2366, 2084, 5123, 5, 6, 7995, 7536, 148, 7997, 7996, 2777, 320, 322, 2947, 324, 327, 329, 1068, 330];[3168, 3168, 5252, 3147, 3273, 3273, 443, 443, 443, 443, 443, 443, 3228, 9068, 9068, 8132, 10247, 2369, 2281, 5123, 6, 7536, 148, 7996, 2777, 320, 320, 320, 320, 2947, 2947, 2947, 324, 327, 330, 330, 330, 330, 330, 330, 330, 330]
353;[];[]
354;[];[]
355;[5717, 5703, 5721, 5702, 5714, 6635, 9535, 1112, 1114, 6652, 9541, 6650, 1125, 7601, 7607, 6647, 7526, 2793, 7985, 2782, 8438, 2779, 9907, 9900, 589, 8374, 10936, 2937, 2942, 2784, 320, 322, 2947, 324, 327, 329, 1068, 330, 2316, 2315, 2801, 2763, 359];[5717, 5717, 5721, 5702, 5714, 5714, 1112, 9541, 1125, 7526, 8438, 9900, 589, 589, 8374, 2784, 320, 324, 327, 330, 330, 330, 2763, 359, 359, 359]
356;[];[]
357;[6120, 6142, 6121, 6112, 6104, 4962, 4964, 6137, 6208, 6218, 10320, 10319, 2149, 2151, 6236, 11055, 6827, 6825, 2224, 2152, 10046, 2148, 6817, 6824, 819, 8255, 8253, 128, 129, 8259, 634, 636, 626, 639, 2093, 7424, 2138, 2102, 2322, 2100, 10964, 2134, 2802, 9600, 2318, 8515, 8519, 2316, 2315, 2801, 2763, 359, 3080, 330];[6120, 6120, 6142, 6104, 4964, 6137, 6218, 2151, 2152, 2148, 6824, 6824, 819, 8253, 128, 129, 8259, 636, 639, 639, 2138, 2322, 2322, 2134, 8519, 8519, 2316, 2316, 2316, 2315, 2801, 2801, 2763, 330, 330, 330, 330]
358;[];[]
359;[];[]
360;[8244, 7709, 7686, 8752, 941, 1052, 3355, 7903, 5498, 753, 756, 760, 8477, 7871, 858, 9062, 860, 6991, 861, 8738, 6990, 965, 851, 8224, 8220, 7344, 972];[8244, 7686, 8752, 3355, 7903, 5498, 753, 753, 756, 8477, 8477, 8477, 8477, 8477, 9062, 6991, 6991, 8738, 965, 965, 851, 972]
361;[];[]
362;[];[]
363;[];[]
364;[10260, 5650, 10171, 10172, 5653, 5651, 5650, 10171, 10172, 5652, 7223, 1982, 1986, 1083, 6433, 10261, 10262, 10265, 4746, 2170, 4695, 1081, 407, 399, 401, 402, 11051, 403, 396, 397, 390, 16, 10052, 13, 4806, 2198, 9, 6824, 819, 8255, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 138, 9218, 1978, 303, 7765, 5398, 5255, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 161, 8483, 369, 162];[10260, 5650, 10172, 5651, 10262, 4695, 1081, 401, 390, 10052, 4806, 2198, 2198, 6824, 819, 8253, 129, 8260, 624, 8002, 5004, 134, 134, 138, 138, 1978, 7765, 371, 371, 3314, 8481, 161, 369, 369, 369, 369, 369, 369, 369, 369, 369, 369, 369, 162, 162, 162, 162, 162, 162, 162, 162, 162]
365;[];[]
366;[];[]
367;[];[]
368;[835, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1645, 691, 2462, 1632, 2575, 1641, 694, 2559, 2571, 2579, 3867, 1685, 1597, 697, 1602, 3833, 3949, 168, 1425, 164, 1541, 2401, 4866, 166, 1377];[835, 7712, 7710, 7710, 7710, 755, 3351, 940, 940, 5644, 7259, 6994, 2377, 725, 725, 5116, 709, 5680, 3453, 3451, 1480, 701, 3492, 7617, 683, 685, 687, 1645, 1632, 694, 1685, 3833, 1425, 4866, 1377]
369;[9558, 1963, 1961, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7916, 7918, 577, 1299, 1172, 1303, 2283, 1171, 1256, 8729, 1257, 1169, 10420, 5810];[9558, 1963, 1961, 8266, 538, 3162, 3162, 3162, 3195, 3295, 8320, 567, 567, 573, 7916, 7918, 7918, 577, 1299, 1303, 1171, 1256, 10420, 10420, 10420, 5810]
370;[];[]
371;[7953, 10560, 7956, 47, 37, 41, 60, 10013, 866, 5685, 869, 52, 54, 57, 5134, 7044, 10366, 741, 10407, 734, 875, 886, 873, 8701, 2362, 1854, 905, 10409, 10412, 10410, 625, 624, 8003, 615, 646, 598, 596, 592, 590];[7953, 7953, 10560, 7956, 47, 41, 60, 866, 866, 5685, 52, 52, 54, 57, 57, 5134, 741, 10407, 734, 886, 873, 2362, 905, 10409, 10410, 624, 8003, 646, 592, 590, 590]
372;[8779, 245, 7911, 774, 8457, 8623, 830, 8240, 772, 8244, 7709, 7686, 8752, 940, 31, 92, 7797, 90, 3098, 75, 8201, 5017, 4788, 18, 20, 8158, 8162, 8161];[8779, 8779, 245, 7911, 774, 8623, 830, 8244, 8752, 8752, 8752, 940, 940, 31, 31, 92, 7797, 90, 90, 75, 75, 8201, 5017, 4788, 18, 20, 8161, 8161]
373;[9646, 1891, 1887, 2360, 1889, 2890, 2898, 2903, 2900, 2906, 5170, 9648, 738, 8048, 436, 572, 8719, 573, 575, 7917, 7915, 559, 561, 563, 4594, 10198, 889, 4590, 987, 125, 124, 7308, 106, 583, 581, 10082, 2329, 6996, 861, 8739, 984, 974, 2157, 4683, 4688, 4694, 1983, 1980, 8636, 5651, 5650];[9646, 9646, 1891, 1887, 2360, 2360, 2890, 2898, 2900, 5170, 738, 8048, 8048, 8048, 8048, 8048, 8048, 436, 572, 573, 573, 559, 561, 4594, 10198, 987, 987, 124, 7308, 106, 583, 581, 6996, 6996, 6996, 8739, 8739, 2157, 2157, 4694, 1980, 5650, 5650, 5650, 5650, 5650]
374;[];[]
375;[];[]
376;[];[]
377;[8473, 7828, 7706, 8775, 8779, 245, 7911, 774, 8457, 8623, 830, 8240, 772, 8244, 7709, 7686, 8752, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8483, 369, 162, 8485, 10979];[8473, 7828, 245, 774, 8623, 772, 8752, 940, 940, 940, 30, 5644, 7259, 6994, 6994, 2377, 725, 5114, 7029, 7029, 10668, 8483, 8483, 8483, 369, 8485, 10979]
378;[];[]
379;[];[]
380;[1604, 1606, 1607, 699, 2491, 683, 685, 7007, 2407, 687, 783, 8933, 775, 777, 5609, 5610, 216, 210, 204, 206, 9479, 9482, 3689, 3742, 3744, 3779, 9694, 3782, 8696, 4854, 4857, 4861, 3802, 3805, 6743, 10593, 1424, 10599, 10119, 463, 9702, 466, 468, 470, 471, 3847, 1463, 3845, 454, 457, 459, 5431, 455, 1617, 4363, 1404, 197, 1402, 1372, 1362, 9303, 195, 5403, 5370, 4803, 190, 250, 252, 253, 254, 5369];[1604, 1606, 1606, 699, 683, 685, 687, 777, 210, 210, 204, 204, 204, 206, 206, 206, 3689, 9694, 4861, 10599, 468, 454, 1617, 197, 197, 1402, 1372, 1362, 5403, 250, 250, 252, 254, 254, 254, 254, 254, 5369, 5369, 5369, 5369, 5369, 5369]
381;[];[]
382;[];[]
383;[3168, 3146, 10023, 5252, 10063, 3123, 908, 3229, 10024, 10022, 3147, 3169, 910, 3165, 912, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7915, 559, 561, 563, 4594, 10198, 890, 10204, 1353, 892, 10181, 2184, 2158, 10336, 4634, 4659, 2161, 4662, 2164, 2157, 4683, 4688, 4694, 1983, 1980, 8636, 5651, 5650];[3168, 3123, 3229, 910, 912, 3162, 3162, 3195, 3175, 567, 573, 7915, 561, 4594, 4594, 10198, 10204, 1353, 1353, 1353, 1353, 10181, 2158, 10336, 4662, 4662, 2164, 2157, 4694, 1983, 5651, 5650]
384;[8460, 34, 35, 5645, 5641, 7812, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1645];[8460, 8460, 34, 1048, 62, 6994, 10733, 2377, 714, 704, 5680, 3453, 1478, 1487, 701, 7617, 683, 685, 784, 1645, 1645]
385;[];[]
386;[];[]
387;[10609, 7240, 1696, 1165, 3000, 1167, 9381, 1215, 2023, 1248, 1262, 8721, 1279, 5514, 5513, 1276, 5565, 5570, 5584, 10487, 5572, 9384, 10189, 10188, 1321, 1331, 896, 10193, 1341, 10185, 10195, 579, 10181, 2184, 2159, 2289, 4638, 9053, 5049, 4676, 4645, 4646, 10172, 5653, 5651, 5650];[10609, 7240, 1696, 9381, 2023, 1248, 1279, 1276, 5570, 1321, 1331, 896, 10185, 10181, 10181, 2289, 9053, 5049, 5049, 4645, 4646, 5650, 5650]
388;[];[]
389;[];[]
390;[];[]
391;[7252, 7510, 10109, 4869, 10544, 4870, 2459, 533, 420, 5273, 7785, 528, 7102, 1901, 8633, 550, 556, 5229, 2371, 546, 7286, 543, 5716, 6477, 542, 6484, 6640, 1079, 6639, 6501, 9842, 6505, 6508, 6522, 6526, 6528, 6534, 1079, 6639, 6501, 9842, 6503, 6498, 6491, 6495, 8389, 8386, 6471, 7275, 4650, 4849, 8352, 4655, 9887, 8102, 4658, 1003, 1002, 998, 996, 6517, 6531, 6546, 6550, 6570, 6573, 8280, 6577, 6544, 6527, 6525, 6511, 6494, 8391, 8386, 6471, 7275, 4650, 4849, 8352, 4655, 9887, 8102, 4658, 1003, 1002, 998, 997, 994, 1014, 7649, 7648, 7647, 2645, 7646, 7640, 9656, 10705, 2636, 5352, 8330, 10482, 5366, 314, 315, 317, 6591, 6588, 6584, 6587, 8278, 6588, 6585, 6542];[7252, 7252, 7252, 10109, 2459, 2459, 420, 420, 420, 420, 528, 7102, 1901, 556, 2371, 7286, 542, 6484, 6640, 6640, 6534, 6577, 6587, 6585, 6542, 6542, 6542]
392;[1605, 698, 11033, 699, 2492, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 28, 26, 33, 8460, 34, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11059, 31, 92, 7797, 90];[1605, 699, 2492, 680, 7615, 702, 3447, 3450, 3454, 1728, 5677, 712, 703, 715, 724, 724, 724, 724, 8467, 63, 7818, 7818, 727, 729, 7749, 7432, 33, 8460, 8460, 29, 31, 92, 7797, 90, 90]
393;[];[]
394;[];[]
395;[];[]
396;[6142, 6121, 6112, 6104, 4962, 4964, 6137, 6208, 6218, 10320, 10319, 2149, 2151, 6236, 11055, 6827, 6825, 2224, 2152, 10046, 2148, 6817, 6824, 819, 8255, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5005, 5006, 5110, 5125, 2082, 2086, 2280, 2367, 1935, 549, 8632, 1903, 7101, 5364, 9200, 1747, 1748];[6142, 6142, 6112, 4962, 4964, 6137, 6137, 6218, 2151, 6825, 10046, 2148, 6824, 6824, 8255, 8253, 128, 129, 8260, 8260, 624, 8002, 8002, 8261, 5005, 5005, 5110, 2082, 2280, 2367, 1935, 1935, 1935, 1935, 1935, 8632, 1903, 7101, 7101, 7101, 1747, 1747, 1748]
397;[5949, 5945, 4957, 5996, 8653, 4947, 8670, 8674, 8679, 4921, 6056, 4931, 6084, 9425, 4966, 4962, 4964, 6137, 6208, 6218, 10320, 10319, 2149, 2151, 6236, 11054, 5152, 4839, 4835, 6241, 6246, 2334, 6237, 6239, 2074, 2073, 2036, 2044, 2052, 5582, 5592, 5599, 5505, 1252, 9813, 1245];[5949, 4957, 5996, 4947, 4947, 8674, 4921, 6056, 4966, 4964, 6137, 6218, 11054, 4839, 4835, 6246, 6239, 2036, 2052, 5599, 1252, 1245, 1245, 1245, 1245]
398;[2933, 2924, 2913, 2920, 2923, 2931, 2925, 2930, 2949, 324, 327, 329, 1068, 330, 2316, 2315, 2801];[2933, 2933, 2913, 2923, 2923, 2925, 2930, 324, 327, 330, 330, 330, 330, 330, 330, 2801, 2801, 2801]
399;[6595, 6981, 5492, 243, 7422, 8775, 8779, 245, 7911, 774, 8457, 8623, 830, 8243, 10259, 925, 10273, 6412, 931, 939, 927, 9691, 835, 7712, 8475, 7710, 754, 3356, 753];[6595, 6595, 6595, 6595, 6595, 6595, 6595, 5492, 243, 8779, 245, 8457, 830, 10259, 10273, 939, 939, 939, 939, 939, 9691, 9691, 835, 7712, 8475, 7710, 754, 753, 753, 753, 753, 753]
400;[483, 1061, 481, 238, 3416, 8462, 3415, 235, 3399, 5135, 1156, 2374, 1051, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1477, 2422, 2423, 1482, 2594, 1476, 2427, 186, 5373, 5377, 10376, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5422, 5299, 2684, 2679, 10520];[483, 483, 1061, 1061, 1061, 481, 481, 238, 238, 235, 5135, 1156, 2374, 2374, 2374, 2374, 1051, 1051, 709, 1729, 3453, 1477, 2423, 2427, 5373, 5377, 1953, 265, 5425, 5477, 5299, 2684, 2684, 2679, 2679, 2679, 2679, 10520, 10520]
401;[4960, 10179, 2383, 10709, 10708, 10176, 10178, 10485, 9203, 8480, 10082, 2329, 6995, 763, 110, 108, 109, 88, 8150, 5495, 7685, 7902, 3354, 1053, 940, 30, 29, 11058, 7809, 7807, 7681, 8245, 770, 8242, 829, 8624, 8456, 773, 7912, 244, 8780, 7707, 7827, 246, 1058, 768, 773, 7912, 244, 8780, 7707, 7828, 7706, 8776, 7423];[4960, 4960, 4960, 2383, 10176, 10485, 8480, 6995, 6995, 6995, 763, 110, 108, 88, 5495, 5495, 7685, 1053, 940, 940, 940, 940, 7809, 7807, 8242, 8624, 8456, 1058, 7828, 7423]
402;[2819, 2116, 9106, 2115, 2121, 2090, 7516, 7512, 7518, 1829, 1830, 6422];[2819, 2819, 2819, 9106, 2115, 2115, 2121, 2090, 1829, 1829, 1829, 6422, 6422, 6422, 6422, 6422, 6422]
403;[4901, 6128, 4898, 9385, 2232, 6115, 667, 668, 671, 10322, 674, 10080, 10079, 1787, 2141, 2008, 1999, 2007, 6811, 2002, 6817, 6824, 819, 8255, 8253, 128, 129, 8259, 634, 636, 626, 639, 2093, 7424, 2138, 2102, 2322, 2100, 10964, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517];[4901, 4901, 4901, 6128, 4898, 6115, 671, 10322, 674, 1787, 2141, 6811, 2002, 6824, 819, 8253, 128, 129, 8259, 634, 626, 626, 7424, 2138, 2322, 2322, 2134, 8516, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517, 8517]
404;[];[]
405;[655, 6265, 10427, 352, 5242, 5245, 6265, 10427, 352, 5242, 5244, 6169, 6172, 6808, 6199, 4910, 6207, 658, 10430, 10429, 5729, 7613, 5757, 6285, 6337, 6358, 6382, 6397, 6399, 6406, 349, 351, 352, 5242, 5244, 6169, 6172, 6808, 6199, 4910, 6207, 658, 10430, 10429, 5729, 7613, 5757, 6285, 6337, 6358, 6382, 6397, 6399, 6406, 348, 6405, 6398, 6396, 6381, 6359, 6338, 6330, 9745, 6324, 6343, 6319, 6303, 5761, 6271, 5749, 10318, 10319, 2149, 2150, 2227, 6410, 2219, 2229, 2228, 6855, 6840, 2231, 6835, 6411, 2226, 2222, 6236, 11055, 6827, 6825, 2224, 2152, 10046, 2148, 6817, 6824, 819, 8255, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 139, 140, 518, 521, 4801, 505, 510, 5474, 5420, 6771, 9021, 183, 185, 10385, 5435, 7232, 5446, 186, 5373, 5377, 10377, 10375];[655, 655, 10427, 352, 352, 351, 6406, 6406, 6840, 6835, 6411, 2222, 2152, 2148, 6824, 6824, 819, 8253, 128, 129, 8260, 8260, 8002, 8002, 8261, 134, 134, 134, 135, 140, 518, 521, 505, 5474, 5474, 5474, 5474, 5474, 6771, 9021, 183, 185, 185, 10375, 10375, 10375, 10375]
406;[759, 109, 88, 8150, 5495, 7685, 7902, 3354, 1053, 940, 30, 28, 25, 5643, 7811, 5640, 5646];[759, 759, 759, 759, 109, 8150, 5495, 5495, 7902, 940, 940, 940, 30, 25, 5646, 5646, 5646]
407;[];[]
408;[1276, 5565, 5570, 5584, 10487, 5572, 9383, 5568, 424, 8248, 425, 1311, 428, 429, 432, 577, 1298, 10365, 1859, 435, 437, 440, 3171, 442, 1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1962, 1938, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 411, 417, 413, 5391, 415, 1947, 5375, 5377, 10376, 10384, 10385, 5434];[1276, 1276, 9383, 5568, 425, 1311, 428, 429, 432, 10365, 1859, 435, 437, 440, 442, 3200, 3207, 445, 445, 445, 445, 9558, 1963, 1963, 1963, 1962, 419, 7166, 408, 408, 1942, 413, 415, 1947, 5375, 5375, 5375, 5377, 5377, 10385, 5434, 5434, 5434]
409;[];[]
410;[835, 7713, 6430, 7463, 932, 7775, 933, 939, 927, 9691, 833, 7782, 837, 7867, 7865, 7863, 841, 946, 943, 942, 6991, 861, 8737, 10197, 6999, 7304, 9202, 10484, 10177, 10174, 10707, 2383, 10710, 892, 10182, 578, 10194, 10184, 1340, 10192, 897, 1332, 1320, 10187, 10190, 1314, 5594, 5576, 5560, 5558, 5553, 6610, 1800];[835, 835, 7713, 7463, 932, 932, 932, 933, 939, 9691, 833, 7782, 837, 7863, 841, 943, 942, 6991, 6991, 6991, 8737, 7304, 9202, 10484, 10174, 892, 10194, 897, 10190, 5558, 5553, 1800, 1800, 1800, 1800, 1800]
411;[8494, 5157, 7899, 5138, 1975, 1977, 8638, 8734, 8924, 306, 308, 1, 1043, 137, 5113, 10124, 5117, 132, 621, 8257, 623, 10135, 10412, 10411, 636, 626, 639, 2093, 7424, 2135, 7426, 2092, 2095, 8772, 638, 627, 625, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 138, 9218, 1979, 313, 7875, 7877, 1975, 1977, 8638, 8734, 8924, 306, 308, 1, 1043, 137, 5113, 10124, 5117, 133, 2113, 618, 642, 645, 646, 598, 596, 591, 2883, 10945, 10942, 7972, 9730, 1077, 1073, 2968, 10107, 2966, 2108, 2097, 8772, 639, 2093, 7424, 2135, 7426, 2092, 2095, 8772, 638, 628, 630, 8001, 622, 2260, 1692, 2262, 2264, 2267, 5173, 1691, 1889, 2892, 1689, 7784, 607, 3245, 3252, 10044];[8494, 8494, 5157, 1977, 306, 1, 137, 137, 137, 5113, 10124, 132, 132, 621, 8257, 8257, 8257, 623, 10411, 626, 2093, 7424, 134, 137, 2135, 2135, 2135, 2092, 2095, 2095, 2095, 2095, 628, 622, 1692, 1889, 1889, 2892, 7784, 7784, 607, 10044]
412;[];[]
413;[];[]
414;[7953, 10559, 69, 64, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682, 7686, 8752, 940, 31, 91, 8269, 5497, 7903, 5498, 753, 756, 759, 109, 88];[7953, 7953, 64, 7818, 7818, 727, 727, 729, 7749, 7751, 732, 7809, 31, 31, 31, 31, 5497, 7903, 753, 756, 756, 756, 756, 759, 759, 109, 88, 88, 88, 88]
415;[];[]
416;[4855, 8695, 3783, 9695, 3780, 3745, 3741, 3690, 9483, 9480, 205, 203, 202, 214, 9486, 1044, 219, 1045, 9487, 215, 212, 209, 210, 204, 206, 9479, 9482, 3689, 3742, 3744, 3779, 9694, 3782, 8696, 4854, 4857, 4861, 3802, 3805, 6743, 10593, 1424, 10599, 10119, 463, 9702, 466, 468, 470, 471, 3847, 1463, 3845, 454, 457, 459, 5431, 455, 1617, 4363, 1404, 197, 1403, 5063, 1400, 8639, 1396, 7267, 7272, 4025, 9220, 10003, 1393, 4055, 1494, 1390, 1388, 5404, 1536, 10935, 10933, 7086, 7087, 1539, 8042, 1594, 2306, 1513, 2309];[4855, 3783, 3741, 9480, 9480, 205, 205, 205, 205, 205, 205, 205, 205, 205, 203, 214, 214, 214, 9486, 1044, 1044, 1045, 9487, 209, 204, 204, 204, 206, 206, 3744, 8696, 8696, 4857, 10593, 463, 471, 454, 455, 1404, 197, 197, 197, 5063, 1400, 1400, 7272, 10003, 4055, 1494, 5404, 7086, 1539, 2306, 2309]
417;[];[]
418;[];[]
419;[1605, 698, 11033, 699, 2492, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681];[1605, 2492, 680, 680, 680, 680, 7615, 702, 1486, 1481, 3450, 1728, 712, 708, 703, 703, 5115, 724, 2378, 722, 7258, 7818, 727, 729, 766, 7749, 7751, 732, 7809, 7681, 7681]
420;[4131, 9575, 4288, 4268, 4270, 10887, 9579, 10884, 6804, 6799, 10759, 4125, 4289, 7106, 4129, 4119, 2704, 8023, 2692, 8907, 4369, 10823, 8909, 10820, 2709, 10818, 10474, 9306, 4415, 4432, 4434, 6777, 5525, 9707, 189, 1614, 2505, 2412, 2429, 2431, 2500, 2435, 2476, 10457, 7014, 2437, 7008, 686, 682, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5115, 715, 724, 2378, 8467, 6993, 722];[4131, 9575, 4268, 10759, 7106, 4129, 4119, 8907, 10474, 4415, 4434, 4434, 6777, 6777, 6777, 6777, 5525, 5525, 5525, 189, 189, 1614, 2505, 2412, 2429, 2500, 2435, 10457, 7008, 686, 682, 680, 7615, 3493, 702, 1481, 3450, 10443, 5677, 7012, 712, 708, 703, 715, 724, 724, 2378, 2378, 2378, 2378, 2378, 6993, 722]
421;[];[]
422;[];[]
423;[5396, 7765, 5398, 5255, 372, 371, 529, 3312, 531, 532, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573];[5396, 5396, 5396, 5396, 5398, 371, 371, 529, 531, 535, 5257, 5257, 3144, 7480, 8320, 8320, 567, 8719, 573, 573]
424;[];[]
425;[5565, 5570, 5584, 10487, 5572, 9384, 10189, 10188, 1321, 1331, 896, 10193, 1341, 10185, 10195, 579, 10183, 893, 10709, 10708, 10176, 10178, 10485, 9203, 8480, 10082, 2329, 6996, 861, 8739, 984, 975, 8740, 4637, 4960, 10179, 2383, 10710, 892, 10182, 578, 10194, 10184, 1340, 10192, 897, 1332, 1320, 10187, 10190, 1314, 5595, 5584, 10487, 5572, 9384, 10189, 10188, 1319, 2294, 2293, 8122, 8112, 8120, 1338, 2291, 2139, 10164, 7679, 2184, 2158, 10336, 4634, 4659, 2161, 4662, 2164, 2155, 974, 2157, 4683, 4688, 4694, 1983, 1980, 8636, 5651, 5650];[5565, 5584, 1321, 896, 896, 1341, 10185, 10185, 10183, 10708, 10176, 10178, 9203, 8480, 2329, 8739, 8739, 10487, 9384, 2155, 2157, 4688, 1983, 5650, 5650, 5650, 5650, 5650, 5650]
426;[4169, 10519, 2677, 2685, 5300, 5421, 11031, 11029, 5457, 5474, 5420, 6771, 9021, 183, 185, 10385, 5435, 7232, 5445, 2451, 2417, 1474, 1488, 1490, 1485, 2590, 5102, 2448, 7449];[4169, 10519, 10519, 10519, 2677, 2685, 2685, 11029, 5474, 5420, 6771, 9021, 9021, 9021, 183, 183, 5435, 5435, 5435, 5435, 1488, 2590, 7449, 7449]
427;[];[]
428;[];[]
429;[4635];[4635]
